Im Blaue;de;646370.3;125107.2;1823.911;b
Blaus Egg;de;646063.2;131260.8;1276.886;b
Bläumatt;de;644796.49;242449.808;432.221;b
Bläuehof;de;644411.25;250463.331;480.524;b
Bläue;de;643400.98;249590.546;388.833;b
Blauerai;de;642726.805;256012.741;471.881;b
Blaui Glunta;de;641207.456;169116.08;2192.859;b
Blauenstein;de;639765.147;249965.82;513.168;b
Blausee;de;639496.146;118325.681;2573.641;b
Blaufuure;de;626731.047;210196.386;774.383;b
Blauenrain;de;625770.482;262333.008;413.807;b
Blausee;de;617294.321;153565.39;887.071;b
Blauenstein;de;617073.838;253388.557;602.082;b
Blausee;de;616591.53;244244.43;684.645;b
Blaumatt;de;616223.513;210737.031;616.513;b
Blauche;de;615352.501;233424.886;478.735;b
Oberer Blausatz;de;615157.65;95309.646;3208.936;b
Blauestei;de;612286.313;220887.046;474.247;b
Blauenweg;de;610847.448;258499.102;311.224;b
Blauweg;de;608134.3;167285.1;712.856;b
Blauen;de;607158.605;256907.441;691.271;b
Blauenberg;de;606284.508;256566.255;752.495;b
Blauen;de;606087.714;255463.693;531.828;b
Bläumatt;de;605991.016;223503.914;470.533;b
Blauepass;de;605354.396;256431.203;817.726;b
Bläustuden;de;603689.805;221546.404;538.004;b
Blaue;de;601381.9;253839.6;550.982;b
Blaumoos;de;591918.3;170938;1477.565;b
Blaumatt;de;590421.764;213248.816;454.521;b
Gelbovel;de;759505.3;210962.8;783.288;ge
Gelbe Wand;de;755612.711;238517.779;1393.526;ge
Gelbergtäli;de;750734.4;199192.2;2293.033;ge
Gelbberg;de;750596.854;198360.946;1461.635;ge
Gelbwand;de;750171.2;199231.4;2260.495;ge
Gelbhüsli;de;747072.282;244523.063;806.473;ge
Gelbhorn;de;743032.957;165067.262;3036.616;ge
Gelbberg;de;734405.712;218247.199;785.637;ge
Gelbgufel;de;731232.168;219839.964;592.729;ge
Gelbchopf;de;728890.829;199594.439;2218.759;ge
Gelber Chopf;de;728029.669;193514.306;1806.96;ge
Gelbwand;de;726205.436;210093.848;1154.027;ge
Gelbiwand;de;722521.721;205560.878;856.694;ge
Schwänder Gelben;de;722096.535;208698.611;1863.249;ge
Schwander Gelben;de;721643.959;208217.68;1698.155;ge
Gelberberg;de;719737.211;206343.23;2144.421;ge
Gelbes Band;de;719690.492;188250.036;2100.97;ge
Gelbberg;de;718977.515;205306.681;2141.6;ge
Gelbberg;de;714538.466;221787.243;1199.655;ge
Gelbwand;de;714211.082;184970.291;2747.156;ge
Gelbberg;de;712506.1;226602.9;425.41;ge
Gelbrisirain;de;693628.941;260632.654;575.24;ge
Zum Gelben Haus;de;677305.455;251316.535;409.621;ge
Gelbgraben;de;666162.934;191925.127;1611.288;ge
Gelber Totz;de;611044.169;125889.045;1321.335;ge
Gelbergwald;de;606979.3;165593.5;1169.964;ge
Gelbergallmi;de;606097.9;165877.1;1233.724;ge
Gelbergweid;de;605292.1;165915;1241.352;ge
Grünsee;de;786849.77;174832.562;2197.635;gr
Grünseeli;de;773353.108;184076.439;1810.568;gr
Grünensteinerfeld;de;762705.466;252692.175;436.523;gr
Grünlachen;de;758334.031;254310.135;954.016;gr
Grünenfeld;de;751962.08;209933.264;656.165;gr
Grünhag;de;747888.058;215682.683;462.53;gr
Untere Grünau;de;747309.901;250504.639;824.401;gr
Grünberg;de;745251.521;254258.759;707.591;gr
Grünau;de;743902.98;243276.744;886.426;gr
Grünberg;de;736447.093;264359.265;536.368;gr
Grünspitz;de;735422.246;201476.695;2360.574;gr
Grüneck;de;733832.468;262645.185;472.541;gr
Grüne Stöcke;de;732064.259;206297.517;1758.289;gr
Grünen;de;728348.263;223745.316;1060.492;gr
Grünhügel;de;724039.089;252036.56;622.311;gr
Grünhorn;de;714159.53;185314.714;2952.648;gr
